,ORIGINAL,,,,1TS,,,7TS,,,25TS,,,100TS,,,FINAL,
Time,RAM,AVG,,Time,RAM,AVG,,RAM,AVG,,RAM,AVG,,RAM,AVG,,RAM,AVG
,,,,02:49.0,0.022596261,0.261943534,,0.059016841,0.705007556,,0.182358571,0.497783456,,0.215561967,0.686320151,,,
,,,,02:50.0,0.014281785,0.261943534,,0.062637008,0.705007556,,0.189561304,0.497783456,,0.251575699,0.686320151,,,
,,,,02:51.0,0.016788067,0.261943534,,0.055714906,0.705007556,,0.196243636,0.497783456,,0.261193235,0.686320151,,,
,,,,02:52.0,0.035366323,0.261943534,,0.074551767,0.705007556,,0.238023722,0.497783456,,0.488079758,0.686320151,,,
,,,,02:53.0,0.011437363,0.261943534,,0.049668015,0.705007556,,0.236129365,0.497783456,,0.578530436,0.686320151,,,
,,,,02:54.0,0.024485914,0.261943534,,0.06206017,0.705007556,,0.246079965,0.497783456,,0.660321163,0.686320151,,,
,,,,02:55.0,0.029160315,0.261943534,,0.057584676,0.705007556,,0.234963605,0.497783456,,0.64270983,0.686320151,,,
,,,,02:56.0,0.025440683,0.261943534,,0.058022281,0.705007556,,0.236337539,0.497783456,,0.603427785,0.686320151,,,
,,,,02:57.0,0.012312573,0.261943534,,0.045112963,0.705007556,,0.22663672,0.497783456,,0.637318171,0.686320151,,,
,,,,02:58.0,0.006404915,0.261943534,,0.060946262,0.705007556,,0.238856417,0.497783456,,0.620248076,0.686320151,,,
,,,,02:59.0,0.001631072,0.261943534,,0.045530684,0.705007556,,0.21901764,0.497783456,,0.650099921,0.686320151,,,
,,,,03:00.0,0,0.261943534,,0.066396408,0.705007556,,0.21918416,0.497783456,,0.662902487,0.686320151,,,
,,,,03:01.0,0.011218549,0.261943534,,0.080041704,0.705007556,,0.216290588,0.497783456,,0.668897852,0.686320151,,,
,,,,03:02.0,0.015077437,0.261943534,,0.075586094,0.705007556,,0.224700733,0.497783456,,0.66652468,0.686320151,,,
,,,,03:03.0,0.013466249,0.261943534,,0.059056608,0.705007556,,0.217726966,0.497783456,,0.669106026,0.686320151,,,
,,,,03:04.0,0.129311881,0.261943534,,0.071389088,0.705007556,,0.229551131,0.497783456,,0.660883216,0.686320151,,,
,,,,03:05.0,0.138044055,0.261943534,,0.070951483,0.705007556,,0.22345169,0.497783456,,0.630635861,0.686320151,,,
,,,,03:06.0,0.144429109,0.261943534,,0.070692902,0.705007556,,0.224992167,0.497783456,,0.657219393,0.686320151,,,
,,,,03:07.0,0.124677271,0.261943534,,0.084099476,0.705007556,,0.216332218,0.497783456,,0.677620247,0.686320151,,,
,,,,03:08.0,0.132036954,0.261943534,,0.072940579,0.705007556,,0.230820966,0.497783456,,0.629532547,0.686320151,,,
,,,,03:09.0,0.132136419,0.261943534,,0.073875464,0.705007556,,0.227552676,0.497783456,,0.629844796,0.686320151,,,
,,,,03:10.0,0.13472226,0.261943534,,0.135517912,0.705007556,,0.225762394,0.497783456,,0.565894414,0.686320151,,,
,,,,03:11.0,0.145284412,0.261943534,,0.387478178,0.705007556,,0.227885763,0.497783456,,0.550822751,0.686320151,,,
,,,,03:12.0,0.133210537,0.261943534,,0.60882608,0.705007556,,0.221307529,0.497783456,,0.56456211,0.686320151,,,
,,,,03:13.0,0.136711355,0.261943534,,0.145960716,0.705007556,,0.233464758,0.497783456,,0.583276758,0.686320151,,,
,,,,03:14.0,0.037514558,0.261943534,,0.147193973,0.705007556,,0.22345169,0.497783456,,0.586607494,0.686320151,,,
,,,,03:15.0,0.028384547,0.261943534,,0.145980623,0.705007556,,0.22659509,0.497783456,,0.547075668,0.686320151,,,
,,,,03:16.0,0.12429934,0.261943534,,0.16603081,0.705007556,,0.222931267,0.497783456,,0.597827975,0.686320151,,,
,,,,03:17.0,0.397065654,0.261943534,,0.181307178,0.705007556,,0.221994496,0.497783456,,0.578967598,0.686320151,,,
,,,,03:18.0,0.035963068,0.261943534,,0.191292493,0.705007556,,0.224284385,0.497783456,,0.585837267,0.686320151,,,
,,,,03:19.0,0.027807709,0.261943534,,0.186140696,0.705007556,,0.233277399,0.497783456,,0.578155718,0.686320151,,,
,,,,03:20.0,0.031069852,0.261943534,,0.17798536,0.705007556,,0.231195684,0.497783456,,0.585025409,0.686320151,,,
,,,,03:21.0,0.019970629,0.261943534,,0.187393837,0.705007556,,0.229155598,0.497783456,,0.589813362,0.686320151,,,
,,,,03:22.0,0.021323236,0.261943534,,0.164678227,0.705007556,,0.230009109,0.497783456,,0.569245964,0.686320151,,,
,,,,03:23.0,0.016410137,0.261943534,,0.149680348,0.705007556,,0.226990623,0.497783456,,0.589771709,0.686320151,,,
,,,,03:24.0,0.043481891,0.261943534,,0.151052838,0.705007556,,0.22228593,0.497783456,,0.595538085,0.686320151,,,
,,,,03:25.0,0.04751978,0.261943534,,0.152604352,0.705007556,,0.233693747,0.497783456,,0.59047949,0.686320151,,,
,,,,03:26.0,0.03880749,0.261943534,,0.165056158,0.705007556,,0.231986749,0.497783456,,0.609173346,0.686320151,,,
,,,,03:27.0,0.034590578,0.261943534,,0.141704036,0.705007556,,0.228884979,0.497783456,,0.611775485,0.686320151,,,
,,,,03:28.0,0.053447322,0.261943534,,0.141942734,0.705007556,,0.250326679,0.497783456,,0.545118842,0.686320151,,,
,,,,03:29.0,0.047838036,0.261943534,,0.144727482,0.705007556,,0.23816945,0.497783456,,0.567892846,0.686320151,,,
,,,,03:30.0,0.020945305,0.261943534,,0.138024194,0.705007556,,0.226470176,0.497783456,,0.524489023,0.686320151,,,
,,,,03:31.0,0.034829276,0.261943534,,0.153419888,0.705007556,,0.227740035,0.497783456,,0.557817333,0.686320151,,,
,,,,03:32.0,0.042785704,0.261943534,,0.138461799,0.705007556,,0.226470176,0.497783456,,0.564353936,0.686320151,,,
,,,,03:33.0,0.032104179,0.261943534,,0.148327765,0.705007556,,0.230425457,0.497783456,,0.567455683,0.686320151,,,
,,,,03:34.0,0.039006397,0.261943534,,0.157835707,0.705007556,,0.230675261,0.497783456,,0.56805939,0.686320151,,,
,,,,03:35.0,0.039085955,0.261943534,,0.148347649,0.705007556,,0.225096243,0.497783456,,0.562709384,0.686320151,,,
,,,,03:36.0,0.032601459,0.261943534,,0.156184728,0.705007556,,0.221265899,0.497783456,,0.557775702,0.686320151,,,
,,,,03:37.0,0.038330094,0.261943534,,0.159068941,0.705007556,,0.213313731,0.497783456,,0.547096483,0.686320151,,,
,,,,03:38.0,0.037454884,0.261943534,,0.156025612,0.705007556,,0.212939014,0.497783456,,0.557525898,0.686320151,,,
,,,,03:39.0,0.047042384,0.261943534,,0.143732922,0.705007556,,0.214063143,0.497783456,,0.030684518,0.686320151,,,
,,,,03:40.0,0.045093056,0.261943534,,0.14275827,0.705007556,,0.210732385,0.497783456,,0.074150809,0.686320151,,,
,,,,03:41.0,0.047042384,0.261943534,,0.172057818,0.705007556,,0.213834154,0.497783456,,0.123674888,0.686320151,,,
,,,,03:42.0,0.046405871,0.261943534,,0.147174089,0.705007556,,0.548990863,0.497783456,,0.353850541,0.686320151,,,
,,,,03:43.0,0.025420799,0.261943534,,0.150674908,0.705007556,,0.223763962,0.497783456,,0.432539499,0.686320151,,,
,,,,03:44.0,0.03264125,0.261943534,,0.148546556,0.705007556,,0.216103229,0.497783456,,0.510333339,0.686320151,,,
,,,,03:45.0,0.034530903,0.261943534,,0.148705696,0.705007556,,0.210024603,0.497783456,,0.627617352,0.686320151,,,
,,,,03:46.0,0.04002084,0.261943534,,0.142718479,0.705007556,,0.161291566,0.497783456,,0.964834984,0.686320151,,,
,,,,03:47.0,0.193719193,0.261943534,,0.149680348,0.705007556,,0.170347048,0.497783456,,0.567622227,0.686320151,,,
,,,,03:48.0,0.179914781,0.261943534,,0.148964278,0.705007556,,0.146282371,0.497783456,,0.528590009,0.686320151,,,
,,,,03:49.0,0.176931126,0.261943534,,0.14552311,0.705007556,,0.149800489,0.497783456,,0.55186362,0.686320151,,,
,,,,03:50.0,0.171719655,0.261943534,,0.151132396,0.705007556,,0.153172878,0.497783456,,0.569183519,0.686320151,,,
,,,,03:51.0,0.175717752,0.261943534,,0.147989625,0.705007556,,0.156441168,0.497783456,,0.591666089,0.686320151,,,
,,,,03:52.0,0.166229717,0.261943534,,0.14514518,0.705007556,,0.213147188,0.497783456,,0.598723116,0.686320151,,,
,,,,03:53.0,0.146915484,0.261943534,,0.156781473,0.705007556,,0.203758641,0.497783456,,0.526133576,0.686320151,,,
,,,,03:54.0,0.143454433,0.261943534,,0.151371094,0.705007556,,0.213417807,0.497783456,,0.553154294,0.686320151,,,
,,,,03:55.0,0.145562901,0.261943534,,0.151908165,0.705007556,,0.213063927,0.497783456,,0.556859747,0.686320151,,,
,,,,03:56.0,0.149819581,0.261943534,,0.172216934,0.705007556,,0.211773254,0.497783456,,0.953781046,0.686320151,,,
,,,,03:57.0,0.152126956,0.261943534,,0.145662366,0.705007556,,0.235983636,0.497783456,,0.968686166,0.686320151,,,
,,,,03:58.0,0.148586324,0.261943534,,0.139496126,0.705007556,,0.258611911,0.497783456,,0.963440212,0.686320151,,,
,,,,03:59.0,0.148108951,0.261943534,,0.149740023,0.705007556,,0.231653662,0.497783456,,0.968144904,0.686320151,,,
,,,,04:00.0,0.146139739,0.261943534,,0.14739288,0.705007556,,0.236170995,0.497783456,,0.971975271,0.686320151,,,
,,,,04:01.0,0.160938688,0.261943534,,0.143713038,0.705007556,,0.23215327,0.497783456,,0.920161302,0.686320151,,,
,,,,04:02.0,0.152584445,0.261943534,,0.150714698,0.705007556,,0.225283601,0.497783456,,0.957965292,0.686320151,,,
,,,,04:03.0,0.186956232,0.261943534,,0.139774592,0.705007556,,0.237482484,0.497783456,,0.965771754,0.686320151,,,
,,,,04:04.0,0.170884235,0.261943534,,0.139376777,0.705007556,,0.234005996,0.497783456,,0.927905296,0.686320151,,,
,,,,04:05.0,0.169631094,0.261943534,,0.164419645,0.705007556,,0.230175653,0.497783456,,0.933317747,0.686320151,,,
,,,,04:06.0,0.192804192,0.261943534,,0.711304904,0.705007556,,0.230800151,0.497783456,,0.932089542,0.686320151,,,
,,,,04:07.0,0.192366587,0.261943534,,0.917376462,0.705007556,,0.235608942,0.497783456,,0.929674739,0.686320151,,,
,,,,04:08.0,0.322334888,0.261943534,,0.918172091,0.705007556,,0.232569617,0.497783456,,1.082681073,0.686320151,,,
,,,,04:09.0,0.223197765,0.261943534,,0.918311323,0.705007556,,0.221661408,0.497783456,,1.064549294,0.686320151,,,
,,,,04:10.0,0.257867901,0.261943534,,0.923542679,0.705007556,,0.2233268,0.497783456,,1.11122143,0.686320151,,,
,,,,04:11.0,0.272985129,0.261943534,,1.280527842,0.705007556,,0.227053068,0.497783456,,1.135410997,0.686320151,,,
,,,,04:12.0,0.268390286,0.261943534,,0.973151019,0.705007556,,0.240313611,0.497783456,,1.127438015,0.686320151,,,
,,,,04:13.0,0.413674698,0.261943534,,0.926327426,0.705007556,,0.252574938,0.497783456,,0.735575287,0.686320151,,,
,,,,04:14.0,0.411247998,0.261943534,,1.07234784,0.705007556,,0.242103892,0.497783456,,0.748336222,0.686320151,,,
,,,,04:15.0,0.404405478,0.261943534,,1.084222808,0.705007556,,0.238356809,0.497783456,,0.755538978,0.686320151,,,
,,,,04:16.0,0.425271201,0.261943534,,1.104372461,0.705007556,,0.236420799,0.497783456,,0.736428797,0.686320151,,,
,,,,04:17.0,0.621417118,0.261943534,,1.104810066,0.705007556,,0.23816945,0.497783456,,0.66854395,0.686320151,,,
,,,,04:18.0,0.313165109,0.261943534,,1.085117902,0.705007556,,0.241416926,0.497783456,,0.631406089,0.686320151,,,
,,,,04:19.0,0.298783858,0.261943534,,0.955149601,0.705007556,,0.240376056,0.497783456,,0.635278085,0.686320151,,,
,,,,04:20.0,0.314159645,0.261943534,,0.934423111,0.705007556,,0.24605915,0.497783456,,0.676787552,0.686320151,,,
,,,,04:21.0,0.305467262,0.261943534,,0.947272731,0.705007556,,0.27907521,0.497783456,,0.632009795,0.686320151,,,
,,,,04:22.0,0.319828605,0.261943534,,0.948983361,0.705007556,,0.250805472,0.497783456,,0.646415283,0.686320151,,,
,,,,04:23.0,0.320007629,0.261943534,,0.948983361,0.705007556,,0.220141769,0.497783456,,0.657365122,0.686320151,,,
,,,,04:24.0,0.325238984,0.261943534,,0.941404863,0.705007556,,0.236649788,0.497783456,,0.653867843,0.686320151,,,
,,,,04:25.0,0.333274971,0.261943534,,0.966169266,0.705007556,,0.273662759,0.497783456,,0.648496999,0.686320151,,,
,,,,04:26.0,0.330947712,0.261943534,,0.997716515,0.705007556,,0.326933921,0.497783456,,0.69712596,0.686320151,,,
,,,,04:27.0,0.3120512,0.261943534,,0.993280788,0.705007556,,0.358971581,0.497783456,,0.675330358,0.686320151,,,
,,,,04:28.0,0.310261012,0.261943534,,0.945283636,0.705007556,,0.370337768,0.497783456,,0.638317387,0.686320151,,,
,,,,04:29.0,0.316268113,0.261943534,,0.959724561,0.705007556,,0.380246737,0.497783456,,0.660799956,0.686320151,,,
,,,,04:30.0,0.309246569,0.261943534,,0.950594549,0.705007556,,0.426898059,0.497783456,,0.657052873,0.686320151,,,
,,,,04:31.0,0.312667829,0.261943534,,0.950614433,0.705007556,,0.422214205,0.497783456,,0.683802948,0.686320151,,,
,,,,04:32.0,0.311812502,0.261943534,,0.959545537,0.705007556,,0.454064482,0.497783456,,0.696210005,0.686320151,,,
,,,,04:33.0,0.324144983,0.261943534,,0.969590526,0.705007556,,0.475443737,0.497783456,,0.684260926,0.686320151,,,
,,,,04:34.0,0.317441672,0.261943534,,0.992385694,0.705007556,,0.396171887,0.497783456,,0.721086539,0.686320151,,,
,,,,04:35.0,0.304890401,0.261943534,,0.951390201,0.705007556,,0.419070805,0.497783456,,0.665463018,0.686320151,,,
,,,,04:36.0,0.321022072,0.261943534,,0.928276754,0.705007556,,0.431602751,0.497783456,,0.687529217,0.686320151,,,
,,,,04:37.0,0.309007871,0.261943534,,0.932314643,0.705007556,,0.465826201,0.497783456,,0.680576288,0.686320151,,,
,,,,04:38.0,0.321817724,0.261943534,,0.921314885,0.705007556,,0.566852,0.497783456,,0.702663325,0.686320151,,,
,,,,04:39.0,0.330967619,0.261943534,,0.911866618,0.705007556,,0.625244226,0.497783456,,0.704203802,0.686320151,,,
,,,,04:40.0,0.337830046,0.261943534,,0.904864958,0.705007556,,0.681325724,0.497783456,,0.715549151,0.686320151,,,
,,,,04:41.0,0.330987503,0.261943534,,0.909479684,0.705007556,,0.729933847,0.497783456,,0.637338986,0.686320151,,,
,,,,04:42.0,0.335900602,0.261943534,,0.908345892,0.705007556,,0.986297522,0.497783456,,0.606945902,0.686320151,,,
,,,,04:43.0,0.34160933,0.261943534,,0.909141544,0.705007556,,1.081432053,0.497783456,,0.638671289,0.686320151,,,
,,,,04:44.0,0.444306969,0.261943534,,0.913756271,0.705007556,,0.755393272,0.497783456,,0.643251068,0.686320151,,,
,,,,04:45.0,0.344672566,0.261943534,,0.909758173,0.705007556,,0.781768654,0.497783456,,0.624744594,0.686320151,,,
,,,,04:46.0,0.372241601,0.261943534,,0.938858814,0.705007556,,0.786993769,0.497783456,,0.975826453,0.686320151,,,
,,,,04:47.0,0.379362609,0.261943534,,1.050646673,0.705007556,,0.79236459,0.497783456,,0.663610269,0.686320151,,,
,,,,04:48.0,0.383320917,0.261943534,,1.050905255,0.705007556,,0.829440006,0.497783456,,0.820134697,0.686320151,,,
,,,,04:49.0,0.409994857,0.261943534,,1.054823795,0.705007556,,0.831376016,0.497783456,,0.659509283,0.686320151,,,
,,,,04:50.0,0.427777483,0.261943534,,1.054525422,0.705007556,,0.878360402,0.497783456,,0.672124513,0.686320151,,,
,,,,04:51.0,0.440666895,0.261943534,,1.054406073,0.705007556,,0.737240678,0.497783456,,0.619727653,0.686320151,,,
,,,,04:52.0,0.431318092,0.261943534,,0.913915411,0.705007556,,0.732140476,0.497783456,,0.642335112,0.686320151,,,
,,,,04:53.0,0.319689373,0.261943534,,0.918709161,0.705007556,,0.73126615,0.497783456,,0.618499424,0.686320151,,,
,,,,04:54.0,0.318814162,0.261943534,,0.93917707,0.705007556,,0.728559913,0.497783456,,0.639441516,0.686320151,,,
,,,,04:55.0,0.220751157,0.261943534,,0.922209979,0.705007556,,0.737677841,0.497783456,,0.650537084,0.686320151,,,
,,,,04:56.0,0.227355002,0.261943534,,0.932632899,0.705007556,,0.733535225,0.497783456,,0.651224051,0.686320151,,,
,,,,04:57.0,0.232805149,0.261943534,,0.922627701,0.705007556,,0.744526694,0.497783456,,0.677224714,0.686320151,,,
,,,,04:58.0,0.206310232,0.261943534,,0.925750588,0.705007556,,0.704078912,0.497783456,,0.700290152,0.686320151,,,
,,,,04:59.0,0.149143278,0.261943534,,0.913199317,0.705007556,,0.727352523,0.497783456,,0.615793211,0.686320151,,,
,,,,05:00.0,0.169173605,0.261943534,,0.913239108,0.705007556,,0.735200592,0.497783456,,0.661216304,0.686320151,,,
,,,,05:01.0,0.180213153,0.261943534,,0.914114318,0.705007556,,0.759639987,0.497783456,,0.661840825,0.686320151,,,
,,,,05:02.0,0.183137134,0.261943534,,0.921672932,0.705007556,,0.803605886,0.497783456,,0.65894723,0.686320151,,,
,,,,05:03.0,0.208677282,0.261943534,,0.91950479,0.705007556,,0.715736533,0.497783456,,0.654513179,0.686320151,,,
,,,,05:04.0,0.255739573,0.261943534,,0.921454118,0.705007556,,0.717839063,0.497783456,,0.665379735,0.686320151,,,
,,,,05:05.0,0.25269622,0.261943534,,0.913676713,0.705007556,,0.723730331,0.497783456,,0.618707598,0.686320151,,,
,,,,05:06.0,0.247683679,0.261943534,,0.903651607,0.705007556,,0.70264251,0.497783456,,0.63758879,0.686320151,,,
,,,,05:07.0,0.252934918,0.261943534,,0.880379044,0.705007556,,0.729142805,0.497783456,,0.668356591,0.686320151,,,
,,,,05:08.0,0.238951505,0.261943534,,0.894561387,0.705007556,,0.731849042,0.497783456,,0.619436219,0.686320151,,,
,,,,05:09.0,0.247086934,0.261943534,,0.906217564,0.705007556,,0.725145894,0.497783456,,0.606758543,0.686320151,,,
,,,,05:10.0,0.257768459,0.261943534,,0.922906166,0.705007556,,0.726207579,0.497783456,,0.591749349,0.686320151,,,
,,,,05:11.0,0.25935974,0.261943534,,1.175403502,0.705007556,,0.751438015,0.497783456,,0.594372326,0.686320151,,,
,,,,05:12.0,0.264093815,0.261943534,,1.231038827,0.705007556,,0.772629911,0.497783456,,0.617021416,0.686320151,,,
,,,,05:13.0,0.263397629,0.261943534,,0.909559266,0.705007556,,0.788388518,0.497783456,,0.641439972,0.686320151,,,
,,,,05:14.0,0.257171714,0.261943534,,0.909380242,0.705007556,,0.785390847,0.497783456,,0.605571969,0.686320151,,,
,,,,05:15.0,0.250965706,0.261943534,,0.92688438,0.705007556,,0.780977588,0.497783456,,0.630469318,0.686320151,,,
,,,,05:16.0,0.355592766,0.261943534,,0.946775452,0.705007556,,0.769070164,0.497783456,,0.649517053,0.686320151,,,
,,,,05:17.0,0.627105963,0.261943534,,0.938500767,0.705007556,,0.739447307,0.497783456,,0.641710591,0.686320151,,,
,,,,05:18.0,0.264869561,0.261943534,,0.908922754,0.705007556,,0.776855787,0.497783456,,0.644229469,0.686320151,,,
,,,,05:19.0,0.269543962,0.261943534,,0.906137983,0.705007556,,0.776335364,0.497783456,,0.645395229,0.686320151,,,
,,,,05:20.0,0.258385064,0.261943534,,0.905799843,0.705007556,,0.790928211,0.497783456,,0.655991188,0.686320151,,,
,,,,05:21.0,0.272786222,0.261943534,,0.901801745,0.705007556,,0.811599684,0.497783456,,0.640211767,0.686320151,,,
,,,,05:22.0,0.260036043,0.261943534,,0.899852417,0.705007556,,0.734118116,0.497783456,,0.6311771,0.686320151,,,
,,,,05:23.0,0.267694099,0.261943534,,0.899096555,0.705007556,,0.774607528,0.497783456,,0.560939917,0.686320151,,,
,,,,05:24.0,0.275391946,0.261943534,,0.894004433,0.705007556,,0.779770198,0.497783456,,0.558212865,0.686320151,,,
,,,,05:25.0,0.277082692,0.261943534,,0.898957323,0.705007556,,0.795403915,0.497783456,,0.562792644,0.686320151,,,
,,,,05:26.0,0.269404729,0.261943534,,0.910852174,0.705007556,,0.825526379,0.497783456,,0.591749349,0.686320151,,,
,,,,05:27.0,0.274099037,0.261943534,,0.910255453,0.705007556,,0.824318989,0.497783456,,0.919828215,0.686320151,,,
,,,,05:28.0,0.284044561,0.261943534,,0.879961346,0.705007556,,0.838786923,0.497783456,,0.92303406,0.686320151,,,
,,,,05:29.0,0.284800422,0.261943534,,0.879623182,0.705007556,,0.819135504,0.497783456,,0.955050905,0.686320151,,,
,,,,05:30.0,0.292736967,0.261943534,,0.877256156,0.705007556,,0.830251887,0.497783456,,0.956175034,0.686320151,,,
,,,,05:31.0,0.290946779,0.261943534,,0.873277942,0.705007556,,0.736865984,0.497783456,,0.968290633,0.686320151,,,
,,,,05:32.0,0.303875958,0.261943534,,0.886048004,0.705007556,,0.758390944,0.497783456,,0.967270578,0.686320151,,,
,,,,05:33.0,0.301727722,0.261943534,,0.879722648,0.705007556,,0.746046356,0.497783456,,0.965626026,0.686320151,,,
,,,,05:34.0,0.295899645,0.261943534,,0.879424275,0.705007556,,0.716402685,0.497783456,,0.953052449,0.686320151,,,
,,,,05:35.0,0.293612178,0.261943534,,0.884178234,0.705007556,,0.152007118,0.497783456,,0.472675031,0.686320151,,,
,,,,05:36.0,0.303517934,0.261943534,,0.850224169,0.705007556,,0.150133553,0.497783456,,0.558962277,0.686320151,,,
,,,,05:37.0,0.313562923,0.261943534,,0.850224169,0.705007556,,0.190768717,0.497783456,,0.226220372,0.686320151,,,
,,,,05:38.0,0.286312145,0.261943534,,0.849667238,0.705007556,,0.232298998,0.497783456,,0,0.686320151,,,
,,,,05:39.0,0.290807523,0.261943534,,0.858359621,0.705007556,,0.330118951,0.497783456,,0.009992253,0.686320151,,,
,,,,05:40.0,0.294626621,0.261943534,,0.837175641,0.705007556,,0.531629333,0.497783456,,0.176862814,0.686320151,,,
,,,,05:41.0,0.29800809,0.261943534,,1.098405128,0.705007556,,0.579196611,0.497783456,,0.351373293,0.686320151,,,
,,,,05:42.0,0.283606956,0.261943534,,1.08382497,0.705007556,,0.969477231,0.497783456,,0.39575554,0.686320151,,,
,,,,05:43.0,0.292597734,0.261943534,,1.085595275,0.705007556,,0.576636079,0.497783456,,0.4653682,0.686320151,,,
,,,,05:44.0,0.294686295,0.261943534,,1.078096358,0.705007556,,0.583235128,0.497783456,,0.453814678,0.686320151,,,
,,,,05:45.0,0.297053321,0.261943534,,1.083387365,0.705007556,,0.598993758,0.497783456,,0.592144882,0.686320151,,,
,,,,05:46.0,0.275551085,0.261943534,,1.086808648,0.705007556,,0.614918885,0.497783456,,0.898095081,0.686320151,,,
,,,,05:47.0,0.278216484,0.261943534,,1.082870201,0.705007556,,0.659342762,0.497783456,,0.02260746,0.686320151,,,
,,,,05:48.0,0.15986457,0.261943534,,1.085555507,0.705007556,,0.55927455,0.497783456,,0.052605034,0.686320151,,,
,,,,05:49.0,0.14381248,0.261943534,,1.082909992,0.705007556,,0.584359258,0.497783456,,0.062472373,0.686320151,,,
,,,,05:50.0,0.151072722,0.261943534,,1.091562608,0.705007556,,0.601783255,0.497783456,,0.12829632,0.686320151,,,
,,,,05:51.0,0.155389076,0.261943534,,1.083049225,0.705007556,,0.61248329,0.497783456,,0.160250696,0.686320151,,,
,,,,05:52.0,0.150774349,0.261943534,,0.85163645,0.705007556,,0.686571654,0.497783456,,0.080749858,0.686320151,,,
,,,,05:53.0,0.149342185,0.261943534,,0.853486313,0.705007556,,0.681450614,0.497783456,,0.101338048,0.686320151,,,
,,,,05:54.0,0.304154446,0.261943534,,0.83763313,0.705007556,,0.676912489,0.497783456,,0.087640341,0.686320151,,,
,,,,05:55.0,0.296098553,0.261943534,,0.821581017,0.705007556,,0.682533113,0.497783456,,0.295250164,0.686320151,,,
,,,,05:56.0,0.296317367,0.261943534,,0.842267741,0.705007556,,0.671166927,0.497783456,,0.374709349,0.686320151,,,
,,,,05:57.0,0.285954098,0.261943534,,0.831447006,0.705007556,,0.655699754,0.497783456,,0.397982984,0.686320151,,,
,,,,05:58.0,0.278236368,0.261943534,,0.825439906,0.705007556,,0.56964152,0.497783456,,0.518077333,0.686320151,,,
,,,,05:59.0,0.266480749,0.261943534,,0.854301849,0.705007556,,0.556797302,0.497783456,,0.48878754,0.686320151,,,
,,,,06:00.0,0.262781,0.261943534,,0.844435883,0.705007556,,0.552113447,0.497783456,,0.509771262,0.686320151,,,
,,,,06:01.0,0.271771778,0.261943534,,0.854063151,0.705007556,,0.567684695,0.497783456,,0.481043547,0.686320151,,,
,,,,06:02.0,0.261527859,0.261943534,,0.848155515,0.705007556,,0.624973606,0.497783456,,0.482084416,0.686320151,,,
,,,,06:03.0,0.250806566,0.261943534,,0.862298068,0.705007556,,0.597099378,0.497783456,,0.476776017,0.686320151,,,
,,,,06:04.0,0.15214684,0.261943534,,0.870035682,0.705007556,,0.593976793,0.497783456,,0.478087505,0.686320151,,,
,,,,06:05.0,0.152007607,0.261943534,,0.861880346,0.705007556,,0.568350847,0.497783456,,0.489328778,0.686320151,,,
,,,,06:06.0,0.134682469,0.261943534,,0.848911377,0.705007556,,0.562147331,0.497783456,,0.523094274,0.686320151,,,
,,,,06:07.0,0.138561241,0.261943534,,0.854142709,0.705007556,,0.540455827,0.497783456,,0.541912997,0.686320151,,,
,,,,06:08.0,0.138262869,0.261943534,,0.849130168,0.705007556,,0.536229927,0.497783456,,0.498863054,0.686320151,,,
,,,,06:09.0,0.138183311,0.261943534,,0.843123067,0.705007556,,0.522490591,0.497783456,,0.539102685,0.686320151,,,
,,,,06:10.0,0.136214076,0.261943534,,0.833376427,0.705007556,,1.15914261,0.497783456,,0.492597092,0.686320151,,,
,,,,06:11.0,0.131281093,0.261943534,,1.166810561,0.705007556,,1.151440246,0.497783456,,0.507418928,0.686320151,,,
,,,,06:12.0,0.13334977,0.261943534,,0.845350861,0.705007556,,1.187037654,0.497783456,,0.502859964,0.686320151,,,
,,,,06:13.0,0.139953615,0.261943534,,0.838826597,0.705007556,,1.208167081,0.497783456,,0.49946676,0.686320151,,,
,,,,06:14.0,0.129033416,0.261943534,,0.832342101,0.705007556,,1.212621969,0.497783456,,0.52401023,0.686320151,,,
,,,,06:15.0,0.127382437,0.261943534,,0.84292416,0.705007556,,1.222926472,0.497783456,,0.52646664,0.686320151,,,
,,,,06:16.0,0.137009728,0.261943534,,0.822316995,0.705007556,,1.142801112,0.497783456,,0.555589888,0.686320151,,,
,,,,06:17.0,0.437046727,0.261943534,,0.826136093,0.705007556,,1.156103309,0.497783456,,0.509729632,0.686320151,,,
,,,,06:18.0,0.123026292,0.261943534,,0.823391113,0.705007556,,1.14325909,0.497783456,,0.503567746,0.686320151,,,
,,,,06:19.0,0.127959298,0.261943534,,0.833157636,0.705007556,,1.129769557,0.497783456,,0.508772046,0.686320151,,,
,,,,06:20.0,0.134284655,0.261943534,,0.821163319,0.705007556,,1.140469592,0.497783456,,0.506461342,0.686320151,,,
,,,,06:21.0,0.129789277,0.261943534,,0.810461911,0.705007556,,1.18889038,0.497783456,,0.512144435,0.686320151,,,
,,,,06:22.0,0.122708036,0.261943534,,0.803062436,0.705007556,,1.205669018,0.497783456,,0.538769597,0.686320151,,,
,,,,06:23.0,0.122529012,0.261943534,,0.818060315,0.705007556,,1.216140064,0.497783456,,0.546805048,0.686320151,,,
,,,,06:24.0,0.129391439,0.261943534,,0.796160242,0.705007556,,1.209457754,0.497783456,,0.516203768,0.686320151,,,
,,,,06:25.0,0.127919507,0.261943534,,0.804255903,0.705007556,,1.216140064,0.497783456,,0.554902922,0.686320151,,,
