,ORIGINAL,,,,1TS,,,7TS,,,25TS,,,100TS,,,FINAL,
Time,RAM,AVG,,Time,RAM,AVG,,RAM,AVG,,RAM,AVG,,RAM,AVG,,RAM,AVG
,,,,10:03.0,0.270458963,0.261943534,,1.644335618,0.705007556,,0.592186535,0.497783456,,1.100833668,0.686320151,,,
,,,,10:04.0,0.269484287,0.261943534,,1.642167499,0.705007556,,0.58277715,0.497783456,,1.103789709,0.686320151,,,
,,,,10:05.0,0.280106138,0.261943534,,1.647020923,0.705007556,,0.588002266,0.497783456,,1.133370912,0.686320151,,,
,,,,10:06.0,0.283050002,0.261943534,,1.657364285,0.705007556,,0.559420278,0.497783456,,1.142468024,0.686320151,,,
,,,,10:07.0,0.282055466,0.261943534,,1.639581658,0.705007556,,0.584650715,0.497783456,,1.146111032,0.686320151,,,
,,,,10:08.0,0.285238028,0.261943534,,1.646066155,0.705007556,,0.546784233,0.497783456,,1.143030101,0.686320151,,,
,,,,10:09.0,0.290787639,0.261943534,,1.650780323,0.705007556,,0.575366244,0.497783456,,1.155791036,0.686320151,,,
,,,,10:10.0,0.289474824,0.261943534,,1.643977594,0.705007556,,0.572514278,0.497783456,,1.144424849,0.686320151,,,
,,,,10:11.0,0.280225487,0.261943534,,1.983836527,0.705007556,,0.584338443,0.497783456,,1.179168723,0.686320151,,,
,,,,10:12.0,0.274297944,0.261943534,,2.109607799,0.705007556,,0.727643958,0.497783456,,1.147547434,0.686320151,,,
,,,,10:13.0,0.299261231,0.261943534,,1.860869886,0.705007556,,0.684469124,0.497783456,,0.733118877,0.686320151,,,
,,,,10:14.0,0.377651979,0.261943534,,2.102685697,0.705007556,,0.73347278,0.497783456,,0.813244214,0.686320151,,,
,,,,10:15.0,0.397224794,0.261943534,,1.9383854,0.705007556,,0.775023876,0.497783456,,0.82246624,0.686320151,,,
,,,,10:16.0,0.35219139,0.261943534,,1.88090019,0.705007556,,,,,0.842180103,0.686320151,,,
,,,,10:17.0,0.661338493,0.261943534,,1.882392029,0.705007556,,,,,1.005386864,0.686320151,,,
,,,,10:18.0,0.353464414,0.261943534,,1.870676177,0.705007556,,,,,0.900572329,0.686320151,,,
,,,,10:19.0,0.312727504,0.261943534,,1.850645873,0.705007556,,,,,0.937252213,0.686320151,,,
,,,,10:20.0,0.31067871,0.261943534,,1.838233835,0.705007556,,,,,,,,,
,,,,10:21.0,0.303895865,0.261943534,,1.841694885,0.705007556,,,,,,,,,
,,,,10:22.0,0.315174088,0.261943534,,1.831311733,0.705007556,,,,,,,,,
,,,,10:23.0,0.329575245,0.261943534,,1.837438182,0.705007556,,,,,,,,,
,,,,10:24.0,0.402814173,0.261943534,,1.82550354,0.705007556,,,,,,,,,
,,,,10:25.0,0.510584028,0.261943534,,1.909125643,0.705007556,,,,,,,,,
,,,,10:26.0,0.473168912,0.261943534,,1.924441755,0.705007556,,,,,,,,,
,,,,10:27.0,0.467937556,0.261943534,,1.386805857,0.705007556,,,,,,,,,
,,,,10:28.0,0.47002614,0.261943534,,1.436792128,0.705007556,,,,,,,,,
,,,,10:29.0,0.428593019,0.261943534,,,,,,,,,,,,
,,,,10:30.0,0.431417558,0.261943534,,,,,,,,,,,,
,,,,10:31.0,0.429348881,0.261943534,,,,,,,,,,,,
,,,,10:32.0,0.43531619,0.261943534,,,,,,,,,,,,
,,,,10:33.0,0.418567914,0.261943534,,,,,,,,,,,,
,,,,10:34.0,0.4205968,0.261943534,,,,,,,,,,,,
,,,,10:35.0,0.422168197,0.261943534,,,,,,,,,,,,
,,,,10:36.0,0.215102104,0.261943534,,,,,,,,,,,,
,,,,10:37.0,0.230239192,0.261943534,,,,,,,,,,,,
,,,,10:38.0,0.262741232,0.261943534,,,,,,,,,,,,
,,,,10:39.0,0.260055927,0.261943534,,,,,,,,,,,,
,,,,10:40.0,0.258643669,0.261943534,,,,,,,,,,,,
,,,,10:41.0,0.256535201,0.261943534,,,,,,,,,,,,
,,,,10:42.0,0.255162711,0.261943534,,,,,,,,,,,,
,,,,10:43.0,0.258723227,0.261943534,,,,,,,,,,,,
,,,,10:44.0,0.265187817,0.261943534,,,,,,,,,,,,
,,,,10:45.0,0.276247272,0.261943534,,,,,,,,,,,,
,,,,10:46.0,0.272010453,0.261943534,,,,,,,,,,,,
,,,,10:47.0,0.286073447,0.261943534,,,,,,,,,,,,
,,,,10:48.0,0.277241808,0.261943534,,,,,,,,,,,,
,,,,10:49.0,0.266102818,0.261943534,,,,,,,,,,,,
,,,,10:50.0,0.275630644,0.261943534,,,,,,,,,,,,
,,,,10:51.0,0.269941799,0.261943534,,,,,,,,,,,,
,,,,10:52.0,0.279748091,0.261943534,,,,,,,,,,,,
,,,,10:53.0,0.275332271,0.261943534,,,,,,,,,,,,
,,,,10:54.0,0.276267156,0.261943534,,,,,,,,,,,,
,,,,10:55.0,0.272627082,0.261943534,,,,,,,,,,,,
,,,,10:56.0,0.276127923,0.261943534,,,,,,,,,,,,
,,,,10:57.0,0.286511052,0.261943534,,,,,,,,,,,,
,,,,10:58.0,0.279648625,0.261943534,,,,,,,,,,,,
,,,,10:59.0,0.158929685,0.261943534,,,,,,,,,,,,
,,,,11:00.0,0.153837586,0.261943534,,,,,,,,,,,,
,,,,11:01.0,0.155050936,0.261943534,,,,,,,,,,,,
,,,,11:02.0,0.163663761,0.261943534,,,,,,,,,,,,
,,,,11:03.0,0.165135716,0.261943534,,,,,,,,,,,,
,,,,11:04.0,0.165016367,0.261943534,,,,,,,,,,,,
,,,,11:05.0,0.164359948,0.261943534,,,,,,,,,,,,
,,,,11:06.0,0.166488299,0.261943534,,,,,,,,,,,,
,,,,11:07.0,0.16107792,0.261943534,,,,,,,,,,,,
,,,,11:08.0,0.162152038,0.261943534,,,,,,,,,,,,
,,,,11:09.0,0.169352628,0.261943534,,,,,,,,,,,,
,,,,11:10.0,0.02750936,0.261943534,,,,,,,,,,,,
,,,,11:11.0,0.04598815,0.261943534,,,,,,,,,,,,
,,,,11:12.0,0.078032678,0.261943534,,,,,,,,,,,,
,,,,11:13.0,0.11405542,0.261943534,,,,,,,,,,,,
,,,,11:14.0,0.113796839,0.261943534,,,,,,,,,,,,
,,,,11:15.0,0.119883521,0.261943534,,,,,,,,,,,,
,,,,11:16.0,0.215639151,0.261943534,,,,,,,,,,,,
,,,,11:17.0,0.47995178,0.261943534,,,,,,,,,,,,
,,,,11:18.0,0.133270212,0.261943534,,,,,,,,,,,,
,,,,11:19.0,0.136214076,0.261943534,,,,,,,,,,,,
,,,,11:20.0,0.135875936,0.261943534,,,,,,,,,,,,
,,,,11:21.0,0.134622795,0.261943534,,,,,,,,,,,,
,,,,11:22.0,0.13798438,0.261943534,,,,,,,,,,,,
,,,,11:23.0,0.206827396,0.261943534,,,,,,,,,,,,
,,,,11:24.0,0.214206986,0.261943534,,,,,,,,,,,,
,,,,11:25.0,0.209393352,0.261943534,,,,,,,,,,,,
,,,,11:26.0,0.215977291,0.261943534,,,,,,,,,,,,
,,,,11:27.0,0.216912176,0.261943534,,,,,,,,,,,,
,,,,11:28.0,0.220611924,0.261943534,,,,,,,,,,,,
,,,,11:29.0,0.242014718,0.261943534,,,,,,,,,,,,
,,,,11:30.0,0.234257197,0.261943534,,,,,,,,,,,,
